id,location_name,latitude,longitude,year,month,sand,silt,clay,soc,ph,bdod,cec,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,lc_type1,ndvi_source,climate_source,lc_source,data_quality_score,created_at,updated_at,nitrogen,phosphorus,potassium,soil_version_year,soil_data_year,npk_estimation_method,npk_correction_date,soc_unit,cec_unit
743,Alexandria,31.2001,29.9187,2017,1,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2349,13.4995272196187,6.782051361607898,63.804614246028535,0.3176071014157152,5313632119.368421,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:19:35.197,2025-11-21 20:19:35.197,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
744,Alexandria,31.2001,29.9187,2017,2,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.25945,14.102348848054532,7.990647698962505,66.63724946601734,0.114083275173195,6185133942.052631,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:19:35.197,2025-11-21 20:19:35.197,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
745,Alexandria,31.2001,29.9187,2017,3,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.26755,16.424418125321722,9.963947978268893,65.5782517681743,0.0743036846013214,2725764098.7890844,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:19:35.197,2025-11-21 20:19:35.197,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
746,Alexandria,31.2001,29.9187,2017,4,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.23695,18.48000985418849,11.99599707159149,65.91531088582782,0.0569375484028275,10587775460.18421,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:19:35.197,2025-11-21 20:19:35.197,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
747,Alexandria,31.2001,29.9187,2017,5,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.22175,22.038071353641044,15.278301514555553,65.4904797588159,0.0306404410362246,12164067843.035088,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:19:35.197,2025-11-21 20:19:35.197,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
748,Alexandria,31.2001,29.9187,2017,6,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2964,25.04862542068753,18.82383957429704,68.37323580840273,0.0003778038558206,12476475578.850876,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:19:35.197,2025-11-21 20:19:35.197,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
749,Alexandria,31.2001,29.9187,2017,7,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.21975,27.23513968373624,21.61240576611129,71.38653684860124,0.0010069125583508,12387371763.192982,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:22:51.637,2025-11-21 20:22:51.637,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
750,Alexandria,31.2001,29.9187,2017,8,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2178,27.356348607225755,21.295697566379488,69.51802790069983,0.0021986744008991,11287746291.850878,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:22:51.637,2025-11-21 20:22:51.637,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
751,Alexandria,31.2001,29.9187,2017,9,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.21165,25.886561368827017,19.227933663559725,66.71117318786753,0.0028858016862541,2956097328.8605185,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:22:51.637,2025-11-21 20:22:51.637,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
752,Alexandria,31.2001,29.9187,2017,10,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2265,23.161102771237324,15.26826106116266,61.13101492732648,0.0504645821707993,2352832378.5657454,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:22:51.637,2025-11-21 20:22:51.637,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
753,Alexandria,31.2001,29.9187,2017,11,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2542,19.221853396767077,12.313647714507,64.25804460726376,0.1858692671862619,5406087776.263158,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:22:51.637,2025-11-21 20:22:51.637,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
754,Alexandria,31.2001,29.9187,2017,12,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2492,17.495961958650128,11.067448472931744,65.94804960145518,0.2691529793359469,4546093435.684211,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:22:51.637,2025-11-21 20:22:51.637,0.317,35.0,142.6,2017,2017,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
755,Alexandria,31.2001,29.9187,2018,1,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.22415,15.102990135447612,8.58721640363234,65.04777342255544,0.6688474670584048,5043068010.54386,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:26:00.180,2025-11-21 20:26:00.180,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
756,Alexandria,31.2001,29.9187,2018,2,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.22525,16.09388595691007,10.196069684901031,68.0234734932146,0.1349805717078475,5750608114.877193,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:26:00.180,2025-11-21 20:26:00.180,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
757,Alexandria,31.2001,29.9187,2018,3,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2209,18.10181714770164,10.265705358997876,60.1769036254,0.0815983169936335,2818069633.8492694,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:26:00.180,2025-11-21 20:26:00.180,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
758,Alexandria,31.2001,29.9187,2018,4,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.23685,19.65774997502973,13.065108851754417,65.69630001768897,0.0110105287633642,10858816908.666666,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:26:00.180,2025-11-21 20:26:00.180,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
759,Alexandria,31.2001,29.9187,2018,5,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.22205,23.250455074745616,16.77150864693789,66.93013624641708,0.0317554796878202,12038599883.929825,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:26:00.180,2025-11-21 20:26:00.180,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
760,Alexandria,31.2001,29.9187,2018,6,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2087,25.5091304001985,18.86916060122371,66.71218416630319,0.0101971382551781,12134725444.842104,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:26:00.180,2025-11-21 20:26:00.180,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
761,Alexandria,31.2001,29.9187,2018,7,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.3025,27.120100998172404,21.292864668277105,70.4765446945679,0.0006645949617631,12338229740.59649,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:30:01.610,2025-11-21 20:30:01.610,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
762,Alexandria,31.2001,29.9187,2018,8,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.21925,27.61849915094814,21.58948908454857,69.70238016454225,0.0179437953813074,11214649222.385963,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:30:01.610,2025-11-21 20:30:01.610,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
763,Alexandria,31.2001,29.9187,2018,9,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2008,26.49230756778229,20.147130221837244,68.144832401548,0.0049373501897406,2901352527.3875275,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:30:01.610,2025-11-21 20:30:01.610,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
764,Alexandria,31.2001,29.9187,2018,10,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2554,23.90437920107479,16.899522919107028,64.86651383423033,0.0567501172287545,2394616292.621992,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:30:01.610,2025-11-21 20:30:01.610,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
765,Alexandria,31.2001,29.9187,2018,11,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.27735,20.03898789664225,14.04221024764206,68.37557408740238,0.5145746043417828,5792152089.105263,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:30:01.610,2025-11-21 20:30:01.610,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
766,Alexandria,31.2001,29.9187,2018,12,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.23955,16.368025504578043,10.376509231181672,67.65505463969464,0.8159397647788182,4429230560.754386,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:30:01.610,2025-11-21 20:30:01.610,0.317,35.0,142.6,2017,2018,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
767,Alexandria,31.2001,29.9187,2019,1,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2904,13.378643022863628,5.754441746782106,59.90915675412093,0.5114071588401987,5698465528.807016,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:32:50.450,2025-11-21 20:32:50.450,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
768,Alexandria,31.2001,29.9187,2019,2,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.30535,14.111488201425004,7.496412270210556,64.39157390950002,0.3840018520401855,6128651313.596492,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:32:50.450,2025-11-21 20:32:50.450,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
769,Alexandria,31.2001,29.9187,2019,3,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2547,15.303976349254016,9.780243857872565,69.58832609628776,0.6410641980878777,2604972566.03206,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:32:50.450,2025-11-21 20:32:50.450,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
770,Alexandria,31.2001,29.9187,2019,4,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.23155,17.66679382435757,10.909100940027656,64.5580028254924,0.0585112042587434,10437856834.09649,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:32:50.450,2025-11-21 20:32:50.450,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
771,Alexandria,31.2001,29.9187,2019,5,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.22085,22.31427078513332,14.099406661296484,59.67877495285102,0.0046419432502406,12434395968.2807,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:32:50.450,2025-11-21 20:32:50.450,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
772,Alexandria,31.2001,29.9187,2019,6,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.1981,25.46082941876989,20.16645879540988,72.52618753693493,0.0191748383464146,11863779208.657894,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:32:50.450,2025-11-21 20:32:50.450,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
773,Alexandria,31.2001,29.9187,2019,7,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.29875,27.29664336447223,21.02957382439621,68.6308173526615,0.0014723638189822,12411891399.105265,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:35:49.287,2025-11-21 20:35:49.287,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
774,Alexandria,31.2001,29.9187,2019,8,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.19805,27.240539723777545,21.86249909378455,72.46386059168006,0.0009793964093868,11457725237.578947,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:35:49.287,2025-11-21 20:35:49.287,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
775,Alexandria,31.2001,29.9187,2019,9,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2029,25.87801113574829,19.65150131612262,68.52779730841911,0.0064012163990072,2918926227.249068,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:35:49.287,2025-11-21 20:35:49.287,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
776,Alexandria,31.2001,29.9187,2019,10,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2455,23.967028566154283,18.534896963853896,71.6422585709602,0.9411795127802244,2337374312.0993304,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:35:49.287,2025-11-21 20:35:49.287,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
777,Alexandria,31.2001,29.9187,2019,11,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.269,21.20486163944304,14.94422526926553,67.45198051503728,0.0215273638479453,6233259642.280702,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:35:49.287,2025-11-21 20:35:49.287,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
778,Alexandria,31.2001,29.9187,2019,12,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.25305,17.012275950113974,10.226394710098248,64.29290650537625,0.4210067490136205,4822407294.666667,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:35:49.287,2025-11-21 20:35:49.287,0.317,35.0,142.6,2017,2019,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
779,Alexandria,31.2001,29.9187,2020,1,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.26945,13.958625328871392,8.45492317309089,69.41573962562923,1.312138304421088,5105262886.491228,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:38:57.973,2025-11-21 20:38:57.973,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
780,Alexandria,31.2001,29.9187,2020,2,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.26445,14.55784038121385,9.186645306346634,70.15866134041781,0.4073492851374806,5902523914.298244,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:38:57.973,2025-11-21 20:38:57.973,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
781,Alexandria,31.2001,29.9187,2020,3,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.25685,16.10262816810001,9.846256269344508,66.41195049194587,0.4631012539559521,2702910019.754956,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:38:57.973,2025-11-21 20:38:57.973,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
782,Alexandria,31.2001,29.9187,2020,4,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.23635,18.066409032944364,11.746244876333606,66.54394520256078,0.0635690386402614,10662846011.991228,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:38:57.973,2025-11-21 20:38:57.973,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
783,Alexandria,31.2001,29.9187,2020,5,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2225,21.996824596558326,14.418399174216574,62.11505140528555,0.0061543331961686,12425203357.973684,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:38:57.973,2025-11-21 20:38:57.973,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
784,Alexandria,31.2001,29.9187,2020,6,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.225,24.10284637689125,17.32267322465924,65.83850726014516,0.0007822647807978,12432346920.701754,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:38:57.973,2025-11-21 20:38:57.973,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
785,Alexandria,31.2001,29.9187,2020,7,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.21185,26.379975988261776,21.288073484791084,73.59582404831514,0.009572498758513,12431135439.114037,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:42:06.823,2025-11-21 20:42:06.823,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
786,Alexandria,31.2001,29.9187,2020,8,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.20865,27.37783018650822,21.819449266175752,71.69366604453369,0.000419812813151,11531432952.289474,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:42:06.823,2025-11-21 20:42:06.823,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
787,Alexandria,31.2001,29.9187,2020,9,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2172,27.054349099544083,21.62962235976846,72.22475673539437,0.0035628136611257,2935139484.053222,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:42:06.823,2025-11-21 20:42:06.823,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
788,Alexandria,31.2001,29.9187,2020,10,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2308,24.517316585728565,18.45203785906199,68.95557202163874,0.2123597627668808,2412181372.0130763,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:42:06.823,2025-11-21 20:42:06.823,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
789,Alexandria,31.2001,29.9187,2020,11,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.255,19.72020442100063,13.622354184721472,67.86416980924238,0.8842289313452331,5226811970.105263,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:42:06.823,2025-11-21 20:42:06.823,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
790,Alexandria,31.2001,29.9187,2020,12,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.28815,17.215344633855523,10.5014242510822,64.6473288336484,0.2103219540751958,5128470928.91228,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:42:06.823,2025-11-21 20:42:06.823,0.317,35.0,142.6,2020,2020,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
791,Alexandria,31.2001,29.9187,2021,1,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2713,15.992924786783362,9.984039266989612,67.49916344048323,0.4931933163248113,5296446627.719298,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:45:12.003,2025-11-21 20:45:12.003,0.317,35.0,142.6,2020,2021,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
792,Alexandria,31.2001,29.9187,2021,2,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.2751,15.287672064119135,9.966989800206989,70.53860887633722,0.7757346634530116,6019043722.789474,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:45:12.003,2025-11-21 20:45:12.003,0.317,35.0,142.6,2020,2021,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
793,Alexandria,31.2001,29.9187,2021,3,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.23925,16.075545006683456,8.603625447334935,61.18456737158793,0.0977655566034147,2594160412.472168,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:45:12.003,2025-11-21 20:45:12.003,0.317,35.0,142.6,2020,2021,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
794,Alexandria,31.2001,29.9187,2021,4,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.236,18.603790527105787,10.60086295367688,59.629655355533,0.0170385201459789,10873741228.921053,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:45:12.003,2025-11-21 20:45:12.003,0.317,35.0,142.6,2020,2021,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
795,Alexandria,31.2001,29.9187,2021,5,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.24835,23.10181739381119,15.802972153406586,63.49079548115243,0.0010876280872992,12690989825.64035,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:45:12.003,2025-11-21 20:45:12.003,0.317,35.0,142.6,2020,2021,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
796,Alexandria,31.2001,29.9187,2021,6,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.21505,24.44366146742016,18.228624646147807,68.29623503318747,0.0005481241277439,12452569043.131577,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:45:12.003,2025-11-21 20:45:12.003,0.317,35.0,142.6,2020,2021,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
797,Alexandria,31.2001,29.9187,2021,7,41.9,32.6,25.4,36.4,7.6,1.38,2.1399999999999997,0.22365,27.356659895805763,21.46643269475379,70.24843961706104,0.0011729513762751,12462140624.570171,50,MODIS/MOD13A2,ERA5_LAND,ESA/WorldCover,100.0,2025-11-21 20:48:11.337,2025-11-21 20:48:11.337,0.317,35.0,142.6,2020,2021,"Scientific (Brady&Weil 2008, Sparks 2003, Havlin 2014)",2025-12-25T22:56:39.861521,g/kg,cmol/kg
